condition,ended_time_weekday,ended_time_weekend,seller_country,seller_feedback_pct,seller_feedback_positive,seller_feedback_neutral,seller_feedback_negative,seller_member_duration,num_bidders,bids,duration,hasItemDesc
Used,5,1,United States,100.0,14,0,0,4261,3,4,5,0
For parts or not working,3,0,United States,100.0,39,0,0,4823,14,31,7,0
Open box,6,1,United States,100.0,4,1,0,1169,3,5,3,0
Used,5,1,United States,100.0,9,0,0,679,3,4,7,0
Used,2,0,Australia,100.0,4,0,0,41,4,8,7,0
Used,2,0,United States,100.0,16,0,0,717,4,9,7,0
Used,6,1,Germany,100.0,30,1,0,3136,9,26,7,0
Used,6,1,United States,100.0,2,0,0,8240,9,18,3,0
Used,2,0,United States,100.0,2,0,0,1552,12,27,7,0
Used,5,1,United Kingdom,100.0,5,1,0,7698,15,30,10,1
Used,0,0,United States,100.0,2,0,0,5606,9,14,7,0
Used,2,0,Germany,100.0,6,0,0,7241,10,27,5,0
Used,1,0,United States,100.0,168,0,0,5318,18,33,3,0
Used,2,0,Germany,100.0,17,0,0,4305,4,6,7,0
Used,2,0,Australia,100.0,11,0,0,603,3,6,3,0
Used,6,1,United States,100.0,303,0,0,3853,41,86,10,1
Used,0,0,United Kingdom,100.0,51,0,0,129,21,51,7,0
Used,2,0,United Kingdom,100.0,19,0,0,1280,6,17,3,0
Used,5,1,Germany,100.0,45,0,0,6567,15,21,7,0
Used,4,0,United States,100.0,5,0,0,3059,8,20,7,0
Used,0,0,United States,100.0,8,0,0,8109,10,16,7,1
Used,6,1,United States,100.0,22,0,0,4340,7,13,1,0
New,0,0,United Kingdom,88.9,8,0,1,1699,6,9,5,0
Used,2,0,United States,100.0,2,0,0,42,26,42,3,0
Used,1,0,United Kingdom,100.0,1,0,0,2344,3,3,7,0
Used,1,0,United Kingdom,100.0,19,0,0,1252,9,16,7,0
Used,1,0,United Kingdom,100.0,14,0,0,882,13,39,5,0
Used,4,0,United States,100.0,2,0,0,7423,9,16,7,0
Open box,1,0,United States,100.0,56,0,0,1612,6,7,5,0
For parts or not working,3,0,United States,87.5,24,0,3,1048,5,21,7,0
Used,0,0,Germany,100.0,6,0,0,7776,11,24,7,0
Used,6,1,United Kingdom,94.4,19,0,1,4252,26,44,7,0
Used,3,0,United States,100.0,28,0,0,3542,12,19,7,0
Used,5,1,Germany,100.0,2,0,0,7342,11,26,5,1
Used,6,1,United States,100.0,28,0,0,3596,20,53,7,1
Used,1,0,United States,100.0,29,0,0,2066,20,89,7,0
Used,5,1,Germany,100.0,31,0,0,8417,22,41,7,0
Used,5,1,Germany,100.0,4,0,0,3922,9,15,5,0
Used,0,0,United States,100.0,1,0,0,5170,4,7,5,1
Used,5,1,Australia,85.7,6,0,1,1482,3,5,7,0
Used,3,0,United Kingdom,100.0,60,0,0,6603,17,35,5,0
Used,1,0,Germany,100.0,15,0,0,4576,7,19,7,1
Used,4,0,Australia,100.0,95,0,0,1150,13,26,10,1
Used,4,0,United States,100.0,1,0,0,1498,10,15,3,0
New,4,0,United States,66.7,2,0,1,182,10,26,7,0
Used,3,0,United Kingdom,100.0,3,0,0,6157,8,18,7,0
Used,5,1,United States,100.0,12,0,0,5174,7,11,5,1
For parts or not working,0,0,Germany,100.0,38,0,0,674,8,15,7,0
New,0,0,United Kingdom,100.0,7,0,0,1649,6,9,5,0
Open box,1,0,United States,100.0,54,0,0,1630,6,7,5,0
Used,2,0,United States,100.0,2,0,0,5948,11,18,3,0
Used,6,1,Germany,100.0,1,0,0,2319,14,38,7,1
Open box,3,0,United States,33.3,1,0,2,3166,9,30,5,0
Used,6,1,United States,100.0,8,0,0,1065,24,30,5,1
Used,3,0,United States,99.5,3343,26,16,3156,33,92,1,1
Open box,0,0,United Kingdom,100.0,27,0,0,1653,12,19,7,0
Used,5,1,United States,100.0,16,0,0,5354,7,12,7,0
New,4,0,United States,100.0,49,0,0,6489,22,28,7,0
Used,2,0,United Kingdom,100.0,9,0,0,2360,7,19,7,0
Used,1,0,United States,100.0,2,0,0,5270,28,83,1,0
Open box,1,0,United States,100.0,2,0,0,5312,2,3,1,1
Used,3,0,United States,100.0,9,0,0,2826,11,14,7,0
Used,5,1,United Kingdom,100.0,1,0,0,3150,2,3,7,0
Used,6,1,United Kingdom,100.0,9,0,0,4395,16,36,5,0
Used,0,0,United States,100.0,29,0,0,3592,6,11,7,0
New,2,0,United Kingdom,100.0,1,0,0,1476,6,12,5,0
Open box,6,1,United Kingdom,100.0,17,0,0,3707,7,12,7,0
Used,4,0,Germany,100.0,7,0,0,7445,16,52,3,0
Used,6,1,Germany,100.0,196,0,0,1930,11,29,7,0
Used,1,0,United States,100.0,1,0,0,8268,10,15,7,0
Used,1,0,United States,100.0,24,0,0,4100,9,14,7,0
Used,5,1,Germany,100.0,14,1,0,2107,9,36,7,0
Open box,2,0,United Kingdom,100.0,29,0,0,5681,13,28,7,0
Used,6,1,United Kingdom,100.0,1,0,0,6,16,31,5,0
Used,6,1,United Kingdom,100.0,60,0,0,6627,11,27,7,0
Used,6,1,United States,100.0,2,0,0,8242,9,18,3,0
Used,1,0,United Kingdom,98.9,97,0,1,5703,3,4,1,0
Used,5,1,United States,100.0,11,0,0,942,13,22,7,0
Used,4,0,United Kingdom,100.0,41,0,0,5994,12,24,7,0
Used,2,0,United States,96.4,56,0,2,781,3,4,7,1
Used,1,0,Germany,80.0,4,0,1,3560,7,13,5,0
Used,6,1,United Kingdom,100.0,18,0,0,6213,23,55,7,0
Used,4,0,United Kingdom,100.0,25,0,0,2300,5,8,1,0
Used,4,0,United States,95.7,24,0,1,4333,3,9,1,0
Used,3,0,Germany,100.0,19,0,0,7632,10,19,7,0
For parts or not working,1,0,United States,100.0,39,0,0,4805,13,49,7,0
Used,5,1,United States,100.0,78,0,0,6816,4,4,5,0
Used,0,0,United States,100.0,89,0,0,6840,6,7,5,0
Used,3,0,United States,100.0,17,0,0,6447,6,8,1,0
New,5,1,Germany,100.0,43,0,0,2535,14,41,1,0
New,6,1,Germany,100.0,1,0,0,1529,4,13,3,0
Used,0,0,United States,100.0,3,0,0,3465,11,16,7,0
Used,5,1,United Kingdom,87.5,7,0,1,218,16,34,3,0
Used,0,0,United States,100.0,2,0,0,2970,6,12,7,0
Used,0,0,United Kingdom,100.0,3,0,0,3148,3,3,7,0
Open box,5,1,United States,100.0,2,0,0,6498,6,10,5,0
Used,0,0,United States,100.0,8,0,0,6700,11,27,3,0
Used,4,0,United States,100.0,11,0,0,3751,8,12,7,0
Used,0,0,United States,100.0,40,0,0,2030,19,36,5,1
Used,1,0,United States,100.0,9,0,0,2397,9,12,7,0
Used,3,0,United States,100.0,33,0,0,3568,7,12,7,0
Used,6,1,United States,100.0,11,0,0,8101,4,10,3,1
Used,6,1,Germany,100.0,21,0,0,6955,11,17,5,0
Used,4,0,Germany,100.0,2,0,0,1273,8,18,7,0
New,0,0,United Kingdom,100.0,245,1,0,875,27,39,7,0
Used,6,1,United Kingdom,100.0,45,0,0,6981,5,6,7,0
Used,2,0,United Kingdom,94.7,41,0,2,6383,9,26,7,0
Open box,4,0,United Kingdom,100.0,10,0,0,6005,8,17,7,0
For parts or not working,1,0,United States,100.0,38,0,0,4799,13,49,7,0
Used,6,1,Germany,100.0,23,0,0,6052,11,55,7,0
Open box,1,0,United Kingdom,100.0,29,0,0,5631,22,42,7,0
Open box,5,1,United States,100.0,17,0,0,2585,10,21,7,0
Used,4,0,United Kingdom,100.0,42,0,0,1852,22,43,7,0
Used,5,1,United States,100.0,5,0,0,4295,18,45,3,0
Used,5,1,Italy,97.9,48,1,1,264,12,41,3,1
Used,6,1,Italy,100.0,19,0,0,2442,2,8,7,0
New,6,1,United Kingdom,100.0,10,0,0,5195,4,5,3,0
Open box,6,1,United States,100.0,3,0,0,8294,21,48,5,1
Used,6,1,United Kingdom,100.0,181,0,0,714,17,35,7,0
Used,4,0,United Kingdom,100.0,6,0,0,2162,16,55,7,0
Used,2,0,United States,100.0,44,0,0,4830,17,62,1,0
New,5,1,Germany,100.0,44,0,0,2541,14,41,1,0
Used,6,1,United Kingdom,94.4,19,0,1,4252,14,32,7,0
For parts or not working,0,0,United States,100.0,16,0,0,4183,22,73,1,0
Used,3,0,United States,100.0,2,0,0,8246,9,14,3,0
Used,0,0,United States,90.0,10,0,1,3143,7,14,7,0
New,0,0,United Kingdom,100.0,35,0,0,2352,8,12,7,0
Open box,5,1,United Kingdom,100.0,75,0,0,626,15,25,3,1
Used,1,0,United Kingdom,100.0,36,0,0,7144,5,7,7,1
Used,1,0,Germany,94.1,224,1,13,524,6,28,7,0
Open box,6,1,United States,100.0,1,0,0,6063,13,27,7,0
Used,1,0,United Kingdom,100.0,7,0,0,192,10,36,3,0
Used,0,0,United Kingdom,100.0,40,0,0,3239,4,8,3,0
Used,0,0,United Kingdom,100.0,12,0,0,3125,4,4,5,0
Open box,0,0,Australia,100.0,9,0,0,4962,5,7,1,0
Used,1,0,United States,100.0,25,0,0,3060,11,25,7,1
